,quantity,date,region,Sales
1476,575,2019-02-10,north,1725.0
1477,537,2019-02-10,south,1611.0
1478,520,2019-02-10,east,1560.0
1479,525,2019-02-10,west,1575.0
1480,521,2019-02-11,north,1563.0
1481,591,2019-02-11,south,1773.0
1482,512,2019-02-11,east,1536.0
1483,517,2019-02-11,west,1551.0
1484,524,2019-02-12,north,1572.0
1485,536,2019-02-12,south,1608.0
1486,584,2019-02-12,east,1752.0
1487,578,2019-02-12,west,1734.0
1488,562,2019-02-13,north,1686.0
1489,594,2019-02-13,south,1782.0
1490,500,2019-02-13,east,1500.0
1491,577,2019-02-13,west,1731.0
1492,575,2019-02-14,north,1725.0
1493,526,2019-02-14,south,1578.0
1494,520,2019-02-14,east,1560.0
1495,548,2019-02-14,west,1644.0
1496,522,2019-02-15,north,1566.0
1497,528,2019-02-15,south,1584.0
1498,565,2019-02-15,east,1695.0
1499,578,2019-02-15,west,1734.0
1500,598,2019-02-16,north,1794.0
1501,577,2019-02-16,south,1731.0
1502,558,2019-02-16,east,1674.0
1503,533,2019-02-16,west,1599.0
1504,504,2019-02-17,north,1512.0
1505,551,2019-02-17,south,1653.0
1506,574,2019-02-17,east,1722.0
1507,547,2019-02-17,west,1641.0
1508,565,2019-02-18,north,1695.0
1509,583,2019-02-18,south,1749.0
1510,576,2019-02-18,east,1728.0
1511,588,2019-02-18,west,1764.0
1512,572,2019-02-19,north,1716.0
1513,533,2019-02-19,south,1599.0
1514,532,2019-02-19,east,1596.0
1515,548,2019-02-19,west,1644.0
1516,580,2019-02-20,north,1740.0
1517,547,2019-02-20,south,1641.0
1518,522,2019-02-20,east,1566.0
1519,552,2019-02-20,west,1656.0
1520,533,2019-02-21,north,1599.0
1521,575,2019-02-21,south,1725.0
1522,577,2019-02-21,east,1731.0
1523,573,2019-02-21,west,1719.0
1524,590,2019-02-22,north,1770.0
1525,598,2019-02-22,south,1794.0
1526,575,2019-02-22,east,1725.0
1527,571,2019-02-22,west,1713.0
1528,533,2019-02-23,north,1599.0
1529,581,2019-02-23,south,1743.0
1530,506,2019-02-23,east,1518.0
1531,538,2019-02-23,west,1614.0
1532,564,2019-02-24,north,1692.0
1533,585,2019-02-24,south,1755.0
1534,551,2019-02-24,east,1653.0
1535,508,2019-02-24,west,1524.0
1536,545,2019-02-25,north,1635.0
1537,578,2019-02-25,south,1734.0
1538,571,2019-02-25,east,1713.0
1539,526,2019-02-25,west,1578.0
1540,522,2019-02-26,north,1566.0
1541,551,2019-02-26,south,1653.0
1542,502,2019-02-26,east,1506.0
1543,552,2019-02-26,west,1656.0
1544,531,2019-02-27,north,1593.0
1545,515,2019-02-27,south,1545.0
1546,578,2019-02-27,east,1734.0
1547,545,2019-02-27,west,1635.0
1548,570,2019-02-28,north,1710.0
1549,523,2019-02-28,south,1569.0
1550,577,2019-02-28,east,1731.0
1551,533,2019-02-28,west,1599.0
1552,531,2019-03-01,north,1593.0
1553,569,2019-03-01,south,1707.0
1554,546,2019-03-01,east,1638.0
1555,513,2019-03-01,west,1539.0
1556,594,2019-03-02,north,1782.0
1557,598,2019-03-02,south,1794.0
1558,536,2019-03-02,east,1608.0
1559,563,2019-03-02,west,1689.0
1560,566,2019-03-03,north,1698.0
1561,506,2019-03-03,south,1518.0
1562,531,2019-03-03,east,1593.0
1563,537,2019-03-03,west,1611.0
1564,529,2019-03-04,north,1587.0
1565,562,2019-03-04,south,1686.0
1566,506,2019-03-04,east,1518.0
1567,544,2019-03-04,west,1632.0
1568,522,2019-03-05,north,1566.0
1569,523,2019-03-05,south,1569.0
1570,581,2019-03-05,east,1743.0
1571,519,2019-03-05,west,1557.0
1572,582,2019-03-06,north,1746.0
1573,554,2019-03-06,south,1662.0
1574,558,2019-03-06,east,1674.0
1575,536,2019-03-06,west,1608.0
1576,517,2019-03-07,north,1551.0
1577,527,2019-03-07,south,1581.0
1578,520,2019-03-07,east,1560.0
1579,558,2019-03-07,west,1674.0
1580,507,2019-03-08,north,1521.0
1581,594,2019-03-08,south,1782.0
1582,539,2019-03-08,east,1617.0
1583,599,2019-03-08,west,1797.0
1584,511,2019-03-09,north,1533.0
1585,583,2019-03-09,south,1749.0
1586,552,2019-03-09,east,1656.0
1587,548,2019-03-09,west,1644.0
1588,515,2019-03-10,north,1545.0
1589,592,2019-03-10,south,1776.0
1590,550,2019-03-10,east,1650.0
1591,579,2019-03-10,west,1737.0
1592,553,2019-03-11,north,1659.0
1593,574,2019-03-11,south,1722.0
1594,563,2019-03-11,east,1689.0
1595,564,2019-03-11,west,1692.0
1596,506,2019-03-12,north,1518.0
1597,527,2019-03-12,south,1581.0
1598,542,2019-03-12,east,1626.0
1599,556,2019-03-12,west,1668.0
1600,508,2019-03-13,north,1524.0
1601,599,2019-03-13,south,1797.0
1602,514,2019-03-13,east,1542.0
1603,551,2019-03-13,west,1653.0
1604,559,2019-03-14,north,1677.0
1605,508,2019-03-14,south,1524.0
1606,564,2019-03-14,east,1692.0
1607,568,2019-03-14,west,1704.0
1608,549,2019-03-15,north,1647.0
1609,557,2019-03-15,south,1671.0
1610,521,2019-03-15,east,1563.0
1611,550,2019-03-15,west,1650.0
1612,521,2019-03-16,north,1563.0
1613,560,2019-03-16,south,1680.0
1614,576,2019-03-16,east,1728.0
1615,560,2019-03-16,west,1680.0
1616,561,2019-03-17,north,1683.0
1617,546,2019-03-17,south,1638.0
1618,515,2019-03-17,east,1545.0
1619,557,2019-03-17,west,1671.0
1620,567,2019-03-18,north,1701.0
1621,505,2019-03-18,south,1515.0
1622,588,2019-03-18,east,1764.0
1623,556,2019-03-18,west,1668.0
1624,559,2019-03-19,north,1677.0
1625,584,2019-03-19,south,1752.0
1626,545,2019-03-19,east,1635.0
1627,535,2019-03-19,west,1605.0
1628,545,2019-03-20,north,1635.0
1629,532,2019-03-20,south,1596.0
1630,536,2019-03-20,east,1608.0
1631,593,2019-03-20,west,1779.0
1632,592,2019-03-21,north,1776.0
1633,545,2019-03-21,south,1635.0
1634,597,2019-03-21,east,1791.0
1635,593,2019-03-21,west,1779.0
1636,582,2019-03-22,north,1746.0
1637,515,2019-03-22,south,1545.0
1638,589,2019-03-22,east,1767.0
1639,577,2019-03-22,west,1731.0
1640,578,2019-03-23,north,1734.0
1641,503,2019-03-23,south,1509.0
1642,562,2019-03-23,east,1686.0
1643,599,2019-03-23,west,1797.0
1644,522,2019-03-24,north,1566.0
1645,519,2019-03-24,south,1557.0
1646,599,2019-03-24,east,1797.0
1647,585,2019-03-24,west,1755.0
1648,550,2019-03-25,north,1650.0
1649,500,2019-03-25,south,1500.0
1650,518,2019-03-25,east,1554.0
1651,578,2019-03-25,west,1734.0
1652,567,2019-03-26,north,1701.0
1653,594,2019-03-26,south,1782.0
1654,599,2019-03-26,east,1797.0
1655,519,2019-03-26,west,1557.0
1656,556,2019-03-27,north,1668.0
1657,525,2019-03-27,south,1575.0
1658,536,2019-03-27,east,1608.0
1659,509,2019-03-27,west,1527.0
1660,506,2019-03-28,north,1518.0
1661,503,2019-03-28,south,1509.0
1662,589,2019-03-28,east,1767.0
1663,519,2019-03-28,west,1557.0
1664,535,2019-03-29,north,1605.0
1665,562,2019-03-29,south,1686.0
1666,552,2019-03-29,east,1656.0
1667,551,2019-03-29,west,1653.0
1668,574,2019-03-30,north,1722.0
1669,531,2019-03-30,south,1593.0
1670,519,2019-03-30,east,1557.0
1671,570,2019-03-30,west,1710.0
1672,595,2019-03-31,north,1785.0
1673,570,2019-03-31,south,1710.0
1674,551,2019-03-31,east,1653.0
1675,524,2019-03-31,west,1572.0
1676,504,2019-04-01,north,1512.0
1677,598,2019-04-01,south,1794.0
1678,523,2019-04-01,east,1569.0
1679,536,2019-04-01,west,1608.0
1680,541,2019-04-02,north,1623.0
1681,597,2019-04-02,south,1791.0
1682,595,2019-04-02,east,1785.0
1683,543,2019-04-02,west,1629.0
1684,513,2019-04-03,north,1539.0
1685,542,2019-04-03,south,1626.0
1686,565,2019-04-03,east,1695.0
1687,506,2019-04-03,west,1518.0
1688,510,2019-04-04,north,1530.0
1689,561,2019-04-04,south,1683.0
1690,554,2019-04-04,east,1662.0
1691,544,2019-04-04,west,1632.0
1692,538,2019-04-05,north,1614.0
1693,535,2019-04-05,south,1605.0
1694,554,2019-04-05,east,1662.0
1695,571,2019-04-05,west,1713.0
1696,583,2019-04-06,north,1749.0
1697,571,2019-04-06,south,1713.0
1698,572,2019-04-06,east,1716.0
1699,519,2019-04-06,west,1557.0
1700,535,2019-04-07,north,1605.0
1701,545,2019-04-07,south,1635.0
1702,506,2019-04-07,east,1518.0
1703,544,2019-04-07,west,1632.0
1704,571,2019-04-08,north,1713.0
1705,593,2019-04-08,south,1779.0
1706,581,2019-04-08,east,1743.0
1707,525,2019-04-08,west,1575.0
1708,576,2019-04-09,north,1728.0
1709,573,2019-04-09,south,1719.0
1710,585,2019-04-09,east,1755.0
1711,539,2019-04-09,west,1617.0
1712,514,2019-04-10,north,1542.0
1713,542,2019-04-10,south,1626.0
1714,503,2019-04-10,east,1509.0
1715,546,2019-04-10,west,1638.0
1716,527,2019-04-11,north,1581.0
1717,560,2019-04-11,south,1680.0
1718,523,2019-04-11,east,1569.0
1719,545,2019-04-11,west,1635.0
1720,513,2019-04-12,north,1539.0
1721,529,2019-04-12,south,1587.0
1722,531,2019-04-12,east,1593.0
1723,527,2019-04-12,west,1581.0
1724,505,2019-04-13,north,1515.0
1725,537,2019-04-13,south,1611.0
1726,548,2019-04-13,east,1644.0
1727,598,2019-04-13,west,1794.0
1728,500,2019-04-14,north,1500.0
1729,579,2019-04-14,south,1737.0
1730,574,2019-04-14,east,1722.0
1731,588,2019-04-14,west,1764.0
1732,510,2019-04-15,north,1530.0
1733,534,2019-04-15,south,1602.0
1734,508,2019-04-15,east,1524.0
1735,590,2019-04-15,west,1770.0
1736,532,2019-04-16,north,1596.0
1737,556,2019-04-16,south,1668.0
1738,528,2019-04-16,east,1584.0
1739,571,2019-04-16,west,1713.0
1740,523,2019-04-17,north,1569.0
1741,562,2019-04-17,south,1686.0
1742,549,2019-04-17,east,1647.0
1743,503,2019-04-17,west,1509.0
1744,530,2019-04-18,north,1590.0
1745,550,2019-04-18,south,1650.0
1746,519,2019-04-18,east,1557.0
1747,525,2019-04-18,west,1575.0
1748,591,2019-04-19,north,1773.0
1749,543,2019-04-19,south,1629.0
1750,508,2019-04-19,east,1524.0
1751,504,2019-04-19,west,1512.0
1752,507,2019-04-20,north,1521.0
1753,551,2019-04-20,south,1653.0
1754,528,2019-04-20,east,1584.0
1755,571,2019-04-20,west,1713.0
1756,561,2019-04-21,north,1683.0
1757,583,2019-04-21,south,1749.0
1758,515,2019-04-21,east,1545.0
1759,543,2019-04-21,west,1629.0
1760,511,2019-04-22,north,1533.0
1761,529,2019-04-22,south,1587.0
1762,557,2019-04-22,east,1671.0
1763,550,2019-04-22,west,1650.0
1764,556,2019-04-23,north,1668.0
1765,558,2019-04-23,south,1674.0
1766,576,2019-04-23,east,1728.0
1767,506,2019-04-23,west,1518.0
1768,518,2019-04-24,north,1554.0
1769,573,2019-04-24,south,1719.0
1770,582,2019-04-24,east,1746.0
1771,555,2019-04-24,west,1665.0
1772,501,2019-04-25,north,1503.0
1773,564,2019-04-25,south,1692.0
1774,575,2019-04-25,east,1725.0
1775,588,2019-04-25,west,1764.0
1776,570,2019-04-26,north,1710.0
1777,545,2019-04-26,south,1635.0
1778,588,2019-04-26,east,1764.0
1779,586,2019-04-26,west,1758.0
1780,580,2019-04-27,north,1740.0
1781,592,2019-04-27,south,1776.0
1782,580,2019-04-27,east,1740.0
1783,540,2019-04-27,west,1620.0
1784,522,2019-04-28,north,1566.0
1785,568,2019-04-28,south,1704.0
1786,526,2019-04-28,east,1578.0
1787,501,2019-04-28,west,1503.0
1788,534,2019-04-29,north,1602.0
1789,597,2019-04-29,south,1791.0
1790,584,2019-04-29,east,1752.0
1791,600,2019-04-29,west,1800.0
1792,573,2019-04-30,north,1719.0
1793,589,2019-04-30,south,1767.0
1794,500,2019-04-30,east,1500.0
1795,541,2019-04-30,west,1623.0
1796,555,2019-05-01,north,1665.0
1797,600,2019-05-01,south,1800.0
1798,577,2019-05-01,east,1731.0
1799,514,2019-05-01,west,1542.0
1800,525,2019-05-02,north,1575.0
1801,516,2019-05-02,south,1548.0
1802,599,2019-05-02,east,1797.0
1803,507,2019-05-02,west,1521.0
1804,520,2019-05-03,north,1560.0
1805,507,2019-05-03,south,1521.0
1806,535,2019-05-03,east,1605.0
1807,580,2019-05-03,west,1740.0
1808,539,2019-05-04,north,1617.0
1809,581,2019-05-04,south,1743.0
1810,543,2019-05-04,east,1629.0
1811,583,2019-05-04,west,1749.0
1812,504,2019-05-05,north,1512.0
1813,582,2019-05-05,south,1746.0
1814,510,2019-05-05,east,1530.0
1815,537,2019-05-05,west,1611.0
1816,523,2019-05-06,north,1569.0
1817,563,2019-05-06,south,1689.0
1818,519,2019-05-06,east,1557.0
1819,520,2019-05-06,west,1560.0
1820,550,2019-05-07,north,1650.0
1821,565,2019-05-07,south,1695.0
1822,540,2019-05-07,east,1620.0
1823,548,2019-05-07,west,1644.0
1824,600,2019-05-08,north,1800.0
1825,505,2019-05-08,south,1515.0
1826,595,2019-05-08,east,1785.0
1827,550,2019-05-08,west,1650.0
1828,599,2019-05-09,north,1797.0
1829,547,2019-05-09,south,1641.0
1830,555,2019-05-09,east,1665.0
1831,589,2019-05-09,west,1767.0
1832,500,2019-05-10,north,1500.0
1833,596,2019-05-10,south,1788.0
1834,575,2019-05-10,east,1725.0
1835,519,2019-05-10,west,1557.0
1836,501,2019-05-11,north,1503.0
1837,506,2019-05-11,south,1518.0
1838,550,2019-05-11,east,1650.0
1839,538,2019-05-11,west,1614.0
1840,581,2019-05-12,north,1743.0
1841,508,2019-05-12,south,1524.0
1842,587,2019-05-12,east,1761.0
1843,581,2019-05-12,west,1743.0
1844,521,2019-05-13,north,1563.0
1845,572,2019-05-13,south,1716.0
1846,520,2019-05-13,east,1560.0
1847,538,2019-05-13,west,1614.0
1848,539,2019-05-14,north,1617.0
1849,587,2019-05-14,south,1761.0
1850,545,2019-05-14,east,1635.0
1851,538,2019-05-14,west,1614.0
1852,503,2019-05-15,north,1509.0
1853,550,2019-05-15,south,1650.0
1854,585,2019-05-15,east,1755.0
1855,523,2019-05-15,west,1569.0
1856,535,2019-05-16,north,1605.0
1857,565,2019-05-16,south,1695.0
1858,554,2019-05-16,east,1662.0
1859,535,2019-05-16,west,1605.0
1860,577,2019-05-17,north,1731.0
1861,530,2019-05-17,south,1590.0
1862,540,2019-05-17,east,1620.0
1863,584,2019-05-17,west,1752.0
1864,511,2019-05-18,north,1533.0
1865,579,2019-05-18,south,1737.0
1866,536,2019-05-18,east,1608.0
1867,554,2019-05-18,west,1662.0
1868,599,2019-05-19,north,1797.0
1869,576,2019-05-19,south,1728.0
1870,562,2019-05-19,east,1686.0
1871,550,2019-05-19,west,1650.0
1872,565,2019-05-20,north,1695.0
1873,584,2019-05-20,south,1752.0
1874,595,2019-05-20,east,1785.0
1875,556,2019-05-20,west,1668.0
1876,505,2019-05-21,north,1515.0
1877,561,2019-05-21,south,1683.0
1878,598,2019-05-21,east,1794.0
1879,511,2019-05-21,west,1533.0
1880,533,2019-05-22,north,1599.0
1881,587,2019-05-22,south,1761.0
1882,587,2019-05-22,east,1761.0
1883,574,2019-05-22,west,1722.0
1884,542,2019-05-23,north,1626.0
1885,556,2019-05-23,south,1668.0
1886,547,2019-05-23,east,1641.0
1887,580,2019-05-23,west,1740.0
1888,550,2019-05-24,north,1650.0
1889,541,2019-05-24,south,1623.0
1890,551,2019-05-24,east,1653.0
1891,591,2019-05-24,west,1773.0
1892,596,2019-05-25,north,1788.0
1893,527,2019-05-25,south,1581.0
1894,559,2019-05-25,east,1677.0
1895,523,2019-05-25,west,1569.0
1896,597,2019-05-26,north,1791.0
1897,539,2019-05-26,south,1617.0
1898,546,2019-05-26,east,1638.0
1899,514,2019-05-26,west,1542.0
1900,530,2019-05-27,north,1590.0
1901,568,2019-05-27,south,1704.0
1902,560,2019-05-27,east,1680.0
1903,509,2019-05-27,west,1527.0
1904,545,2019-05-28,north,1635.0
1905,585,2019-05-28,south,1755.0
1906,520,2019-05-28,east,1560.0
1907,511,2019-05-28,west,1533.0
1908,533,2019-05-29,north,1599.0
1909,559,2019-05-29,south,1677.0
1910,527,2019-05-29,east,1581.0
1911,560,2019-05-29,west,1680.0
1912,564,2019-05-30,north,1692.0
1913,548,2019-05-30,south,1644.0
1914,572,2019-05-30,east,1716.0
1915,587,2019-05-30,west,1761.0
1916,572,2019-05-31,north,1716.0
1917,588,2019-05-31,south,1764.0
1918,559,2019-05-31,east,1677.0
1919,535,2019-05-31,west,1605.0
1920,560,2019-06-01,north,1680.0
1921,565,2019-06-01,south,1695.0
1922,516,2019-06-01,east,1548.0
1923,563,2019-06-01,west,1689.0
1924,585,2019-06-02,north,1755.0
1925,569,2019-06-02,south,1707.0
1926,519,2019-06-02,east,1557.0
1927,548,2019-06-02,west,1644.0
1928,573,2019-06-03,north,1719.0
1929,560,2019-06-03,south,1680.0
1930,527,2019-06-03,east,1581.0
1931,583,2019-06-03,west,1749.0
1932,534,2019-06-04,north,1602.0
1933,568,2019-06-04,south,1704.0
1934,534,2019-06-04,east,1602.0
1935,518,2019-06-04,west,1554.0
1936,544,2019-06-05,north,1632.0
1937,520,2019-06-05,south,1560.0
1938,549,2019-06-05,east,1647.0
1939,520,2019-06-05,west,1560.0
1940,554,2019-06-06,north,1662.0
1941,515,2019-06-06,south,1545.0
1942,538,2019-06-06,east,1614.0
1943,582,2019-06-06,west,1746.0
1944,571,2019-06-07,north,1713.0
1945,556,2019-06-07,south,1668.0
1946,501,2019-06-07,east,1503.0
1947,586,2019-06-07,west,1758.0
1948,552,2019-06-08,north,1656.0
1949,520,2019-06-08,south,1560.0
1950,570,2019-06-08,east,1710.0
1951,559,2019-06-08,west,1677.0
1952,594,2019-06-09,north,1782.0
1953,555,2019-06-09,south,1665.0
1954,594,2019-06-09,east,1782.0
1955,599,2019-06-09,west,1797.0
1956,566,2019-06-10,north,1698.0
1957,563,2019-06-10,south,1689.0
1958,541,2019-06-10,east,1623.0
1959,589,2019-06-10,west,1767.0
1960,545,2019-06-11,north,1635.0
1961,521,2019-06-11,south,1563.0
1962,595,2019-06-11,east,1785.0
1963,507,2019-06-11,west,1521.0
1964,576,2019-06-12,north,1728.0
1965,505,2019-06-12,south,1515.0
1966,516,2019-06-12,east,1548.0
1967,559,2019-06-12,west,1677.0
1968,529,2019-06-13,north,1587.0
1969,573,2019-06-13,south,1719.0
1970,529,2019-06-13,east,1587.0
1971,591,2019-06-13,west,1773.0
1972,519,2019-06-14,north,1557.0
1973,560,2019-06-14,south,1680.0
1974,591,2019-06-14,east,1773.0
1975,503,2019-06-14,west,1509.0
1976,534,2019-06-15,north,1602.0
1977,598,2019-06-15,south,1794.0
1978,588,2019-06-15,east,1764.0
1979,595,2019-06-15,west,1785.0
1980,554,2019-06-16,north,1662.0
1981,521,2019-06-16,south,1563.0
1982,557,2019-06-16,east,1671.0
1983,511,2019-06-16,west,1533.0
1984,529,2019-06-17,north,1587.0
1985,504,2019-06-17,south,1512.0
1986,512,2019-06-17,east,1536.0
1987,522,2019-06-17,west,1566.0
1988,589,2019-06-18,north,1767.0
1989,538,2019-06-18,south,1614.0
1990,592,2019-06-18,east,1776.0
1991,576,2019-06-18,west,1728.0
1992,538,2019-06-19,north,1614.0
1993,524,2019-06-19,south,1572.0
1994,538,2019-06-19,east,1614.0
1995,578,2019-06-19,west,1734.0
1996,522,2019-06-20,north,1566.0
1997,544,2019-06-20,south,1632.0
1998,595,2019-06-20,east,1785.0
1999,590,2019-06-20,west,1770.0
2000,575,2019-06-21,north,1725.0
2001,514,2019-06-21,south,1542.0
2002,559,2019-06-21,east,1677.0
2003,511,2019-06-21,west,1533.0
2004,526,2019-06-22,north,1578.0
2005,571,2019-06-22,south,1713.0
2006,592,2019-06-22,east,1776.0
2007,505,2019-06-22,west,1515.0
2008,529,2019-06-23,north,1587.0
2009,590,2019-06-23,south,1770.0
2010,591,2019-06-23,east,1773.0
2011,557,2019-06-23,west,1671.0
2012,568,2019-06-24,north,1704.0
2013,515,2019-06-24,south,1545.0
2014,557,2019-06-24,east,1671.0
2015,600,2019-06-24,west,1800.0
2016,537,2019-06-25,north,1611.0
2017,599,2019-06-25,south,1797.0
2018,541,2019-06-25,east,1623.0
2019,592,2019-06-25,west,1776.0
2020,559,2019-06-26,north,1677.0
2021,600,2019-06-26,south,1800.0
2022,598,2019-06-26,east,1794.0
2023,562,2019-06-26,west,1686.0
2024,557,2019-06-27,north,1671.0
2025,545,2019-06-27,south,1635.0
2026,580,2019-06-27,east,1740.0
2027,557,2019-06-27,west,1671.0
2028,557,2019-06-28,north,1671.0
2029,590,2019-06-28,south,1770.0
2030,591,2019-06-28,east,1773.0
2031,527,2019-06-28,west,1581.0
2032,511,2019-06-29,north,1533.0
2033,550,2019-06-29,south,1650.0
2034,512,2019-06-29,east,1536.0
2035,516,2019-06-29,west,1548.0
2036,595,2019-06-30,north,1785.0
2037,538,2019-06-30,south,1614.0
2038,523,2019-06-30,east,1569.0
2039,600,2019-06-30,west,1800.0
2040,548,2019-07-01,north,1644.0
2041,553,2019-07-01,south,1659.0
2042,553,2019-07-01,east,1659.0
2043,548,2019-07-01,west,1644.0
2044,552,2019-07-02,north,1656.0
2045,522,2019-07-02,south,1566.0
2046,562,2019-07-02,east,1686.0
2047,559,2019-07-02,west,1677.0
2048,590,2019-07-03,north,1770.0
2049,563,2019-07-03,south,1689.0
2050,568,2019-07-03,east,1704.0
2051,600,2019-07-03,west,1800.0
2052,594,2019-07-04,north,1782.0
2053,582,2019-07-04,south,1746.0
2054,509,2019-07-04,east,1527.0
2055,527,2019-07-04,west,1581.0
2056,506,2019-07-05,north,1518.0
2057,518,2019-07-05,south,1554.0
2058,516,2019-07-05,east,1548.0
2059,511,2019-07-05,west,1533.0
2060,597,2019-07-06,north,1791.0
2061,526,2019-07-06,south,1578.0
2062,593,2019-07-06,east,1779.0
2063,568,2019-07-06,west,1704.0
2064,529,2019-07-07,north,1587.0
2065,531,2019-07-07,south,1593.0
2066,548,2019-07-07,east,1644.0
2067,560,2019-07-07,west,1680.0
2068,538,2019-07-08,north,1614.0
2069,568,2019-07-08,south,1704.0
2070,599,2019-07-08,east,1797.0
2071,590,2019-07-08,west,1770.0
2072,535,2019-07-09,north,1605.0
2073,562,2019-07-09,south,1686.0
2074,598,2019-07-09,east,1794.0
2075,571,2019-07-09,west,1713.0
2076,585,2019-07-10,north,1755.0
2077,500,2019-07-10,south,1500.0
2078,544,2019-07-10,east,1632.0
2079,600,2019-07-10,west,1800.0
2080,600,2019-07-11,north,1800.0
2081,550,2019-07-11,south,1650.0
2082,568,2019-07-11,east,1704.0
2083,530,2019-07-11,west,1590.0
2084,593,2019-07-12,north,1779.0
2085,518,2019-07-12,south,1554.0
2086,545,2019-07-12,east,1635.0
2087,536,2019-07-12,west,1608.0
2088,597,2019-07-13,north,1791.0
2089,593,2019-07-13,south,1779.0
2090,509,2019-07-13,east,1527.0
2091,563,2019-07-13,west,1689.0
2092,594,2019-07-14,north,1782.0
2093,554,2019-07-14,south,1662.0
2094,540,2019-07-14,east,1620.0
2095,564,2019-07-14,west,1692.0
2096,517,2019-07-15,north,1551.0
2097,540,2019-07-15,south,1620.0
2098,575,2019-07-15,east,1725.0
2099,534,2019-07-15,west,1602.0
2100,506,2019-07-16,north,1518.0
2101,587,2019-07-16,south,1761.0
2102,513,2019-07-16,east,1539.0
2103,538,2019-07-16,west,1614.0
2104,516,2019-07-17,north,1548.0
2105,517,2019-07-17,south,1551.0
2106,574,2019-07-17,east,1722.0
2107,554,2019-07-17,west,1662.0
2108,503,2019-07-18,north,1509.0
2109,591,2019-07-18,south,1773.0
2110,589,2019-07-18,east,1767.0
2111,527,2019-07-18,west,1581.0
2112,542,2019-07-19,north,1626.0
2113,578,2019-07-19,south,1734.0
2114,587,2019-07-19,east,1761.0
2115,553,2019-07-19,west,1659.0
2116,546,2019-07-20,north,1638.0
2117,513,2019-07-20,south,1539.0
2118,594,2019-07-20,east,1782.0
2119,576,2019-07-20,west,1728.0
2120,582,2019-07-21,north,1746.0
2121,512,2019-07-21,south,1536.0
2122,573,2019-07-21,east,1719.0
2123,591,2019-07-21,west,1773.0
2124,537,2019-07-22,north,1611.0
2125,555,2019-07-22,south,1665.0
2126,502,2019-07-22,east,1506.0
2127,582,2019-07-22,west,1746.0
2128,590,2019-07-23,north,1770.0
2129,578,2019-07-23,south,1734.0
2130,569,2019-07-23,east,1707.0
2131,540,2019-07-23,west,1620.0
2132,523,2019-07-24,north,1569.0
2133,552,2019-07-24,south,1656.0
2134,539,2019-07-24,east,1617.0
2135,546,2019-07-24,west,1638.0
2136,567,2019-07-25,north,1701.0
2137,571,2019-07-25,south,1713.0
2138,519,2019-07-25,east,1557.0
2139,575,2019-07-25,west,1725.0
2140,535,2019-07-26,north,1605.0
2141,590,2019-07-26,south,1770.0
2142,519,2019-07-26,east,1557.0
2143,585,2019-07-26,west,1755.0
2144,579,2019-07-27,north,1737.0
2145,595,2019-07-27,south,1785.0
2146,515,2019-07-27,east,1545.0
2147,520,2019-07-27,west,1560.0
2148,503,2019-07-28,north,1509.0
2149,587,2019-07-28,south,1761.0
2150,517,2019-07-28,east,1551.0
2151,561,2019-07-28,west,1683.0
2152,548,2019-07-29,north,1644.0
2153,536,2019-07-29,south,1608.0
2154,573,2019-07-29,east,1719.0
2155,598,2019-07-29,west,1794.0
2156,588,2019-07-30,north,1764.0
2157,504,2019-07-30,south,1512.0
2158,567,2019-07-30,east,1701.0
2159,599,2019-07-30,west,1797.0
2160,578,2019-07-31,north,1734.0
2161,597,2019-07-31,south,1791.0
2162,587,2019-07-31,east,1761.0
2163,529,2019-07-31,west,1587.0
2164,532,2019-08-01,north,1596.0
2165,514,2019-08-01,south,1542.0
2166,570,2019-08-01,east,1710.0
2167,567,2019-08-01,west,1701.0
2168,549,2019-08-02,north,1647.0
2169,508,2019-08-02,south,1524.0
2170,594,2019-08-02,east,1782.0
2171,572,2019-08-02,west,1716.0
2172,584,2019-08-03,north,1752.0
2173,562,2019-08-03,south,1686.0
2174,588,2019-08-03,east,1764.0
2175,585,2019-08-03,west,1755.0
2176,526,2019-08-04,north,1578.0
2177,513,2019-08-04,south,1539.0
2178,581,2019-08-04,east,1743.0
2179,532,2019-08-04,west,1596.0
2180,502,2019-08-05,north,1506.0
2181,509,2019-08-05,south,1527.0
2182,542,2019-08-05,east,1626.0
2183,510,2019-08-05,west,1530.0
2184,507,2019-08-06,north,1521.0
2185,571,2019-08-06,south,1713.0
2186,587,2019-08-06,east,1761.0
2187,519,2019-08-06,west,1557.0
2188,528,2019-08-07,north,1584.0
2189,588,2019-08-07,south,1764.0
2190,541,2019-08-07,east,1623.0
2191,592,2019-08-07,west,1776.0
2192,583,2019-08-08,north,1749.0
2193,569,2019-08-08,south,1707.0
2194,543,2019-08-08,east,1629.0
2195,591,2019-08-08,west,1773.0
2196,586,2019-08-09,north,1758.0
2197,557,2019-08-09,south,1671.0
2198,553,2019-08-09,east,1659.0
2199,547,2019-08-09,west,1641.0
2200,532,2019-08-10,north,1596.0
2201,542,2019-08-10,south,1626.0
2202,519,2019-08-10,east,1557.0
2203,565,2019-08-10,west,1695.0
2204,553,2019-08-11,north,1659.0
2205,560,2019-08-11,south,1680.0
2206,561,2019-08-11,east,1683.0
2207,564,2019-08-11,west,1692.0
2208,523,2019-08-12,north,1569.0
2209,580,2019-08-12,south,1740.0
2210,550,2019-08-12,east,1650.0
2211,523,2019-08-12,west,1569.0
